order1 & order2 & order3 & index & presentation length & virtually torsion-free & Kazhdan & abelianization dimension & L2-quotients & quotients & alternating quotients & maximal order for alternating quotients
14 & 18 & 48 & 0 & 35 & Yes & ? & 2& []& [($G_{2}(3)$, 1)] & [ 3  ] & 30
14 & 18 & 54 & 0 & 47 & ? & No & 2& []& [] & [ 3  ] & 30
14 & 18 & 54 & 2 & 47 & ? & No & 2& []& [] & [ 3, 21, 28, 29  ] & 30
14 & 24 & 40 & 0 & 45 & Yes & ? & 0& [L_2(7^2)]& [($\textrm{Alt}_{7}$, 1), ($\textrm{Alt}_{10}$, 1), ($A_{4}(2)$, 1)] & [ 7, 10  ] & 30
14 & 24 & 48 & 0 & 37 & ? & No & 2& []& [] & [ 3, 4  ] & 30
14 & 24 & 48 & 1 & 37 & Yes & No & 2& [L_2(7)]& [($\textrm{Alt}_{7}$, 1), ($\textrm{Alt}_{8}$ or $A_{2}(4)$, 1), ($\textrm{J}_{2}$, 1), ($C_{3}(2)$, 1), (${}^2A_{3}(9)$, 1)] & [ 3, 7, 8, 15, 22, 28, 29  ] & 30
14 & 24 & 54 & 0 & 49 & ? & ? & 2& []& [] & [ 3, 18  ] & 30
14 & 24 & 54 & 2 & 49 & Yes & No & 2& []& [($C_{3}(2)$, 1), (${}^2A_{3}(9)$, 1)] & [ 3, 14, 21, 28  ] & 30
14 & 26 & 40 & 0 & 45 & ? & ? & 0& []& [] & [  ] & 30
14 & 26 & 40 & 4 & 45 & ? & ? & 0& []& [] & [  ] & 30
14 & 26 & 48 & 0 & 37 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 48 & 1 & 37 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 48 & 4 & 37 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 48 & 5 & 37 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 54 & 0 & 49 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 54 & 2 & 49 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 54 & 4 & 49 & ? & ? & 1& []& [] & [ 3  ] & 30
14 & 26 & 54 & 6 & 49 & ? & ? & 1& []& [] & [ 3  ] & 30
16 & 16 & 40 & 0 & 37 & Yes & No & 0& []& [($\textrm{M}_{11}$, 1), ($B_{2}(3)$, 1), ($\textrm{J}_{2}$, 2), (${}^2A_{3}(9)$, 1), ($B_{2}(5)$, 1), ($A_{3}(3)$, 2)] & [ 5, 21, 26, 28  ] & 30
16 & 16 & 48 & 0 & 29 & ? & No & 1& []& [($A_{2}(3)$, 1), (${}^2A_{2}(9)$, 2), ($\textrm{Alt}_{9}$, 1), (${}^2A_{2}(81)$, 2), ($\textrm{HS}_{}$, 1)] & [ 3, 4, 5, 9, 21, 26, 29, 30  ] & 30
16 & 16 & 48 & 1 & 29 & Yes & No & 1& []& [(${}^2A_{2}(9)$, 1), ($\textrm{J}_{2}$, 1), ($\textrm{Alt}_{10}$, 1), ($B_{2}(5)$, 1), (${}^2A_{2}(64)$, 2), ($A_{4}(2)$, 1), ($A_{2}(9)$, 1), (${}^2A_{2}(81)$, 2)] & [ 3, 4, 10  ] & 30
16 & 16 & 54 & 0 & 41 & ? & No & 1& []& [($A_{2}(3)$, 2), ($B_{2}(3)$, 1), ($A_{2}(9)$, 3)] & [ 3, 4, 18, 22, 25, 26, 27  ] & 30
16 & 18 & 40 & 0 & 43 & Yes & No & 0& [L_2(3^2)]& [($B_{2}(3)$, 2), ($\textrm{M}_{12}$, 5)] & [ 6, 18, 24, 27, 30  ] & 30
16 & 18 & 48 & 0 & 35 & ? & No & 2& []& [($A_{2}(3)$, 2), ($\textrm{Alt}_{10}$, 1), ($A_{2}(9)$, 3)] & [ 3, 4, 10, 17, 19, 30  ] & 30
16 & 18 & 54 & 0 & 47 & ? & No & 2& []& [($A_{2}(3)$, 2), (${}^2A_{2}(64)$, 2), ($A_{2}(9)$, 3)] & [ 3, 4, 25, 26, 27  ] & 30
16 & 18 & 54 & 2 & 47 & ? & No & 2& []& [($A_{2}(3)$, 2), (${}^2A_{2}(64)$, 2), ($A_{2}(9)$, 3)] & [ 3, 4, 20, 21, 22, 24, 25, 26, 27, 29, 30  ] & 30
16 & 24 & 40 & 0 & 45 & Yes & No & 0& [L_2(3^2)]& [($B_{2}(5)$, 2), ($A_{4}(2)$, 3), ($\textrm{Alt}_{11}$, 2)] & [ 5, 6, 11, 21, 22  ] & 30
16 & 24 & 48 & 0 & 37 & ? & No & 2& []& [($\textrm{Alt}_{9}$, 1), ($C_{3}(2)$, 5), ($\textrm{HS}_{}$, 1)] & [ 3, 4, 5, 9, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
16 & 24 & 48 & 1 & 37 & Yes & No & 2& []& [($\textrm{Alt}_{7}$, 1), ($\textrm{Alt}_{8}$ or $A_{2}(4)$, 2), (${}^2A_{2}(25)$, 1), ($\textrm{J}_{2}$, 1), ($C_{3}(2)$, 2), ($\textrm{Alt}_{10}$, 1), (${}^2A_{3}(9)$, 1), ($B_{2}(5)$, 1), ($A_{4}(2)$, 1), ($\textrm{HS}_{}$, 1)] & [ 3, 4, 7, 8, 10, 12, 15, 16, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
16 & 24 & 54 & 0 & 49 & Yes & No & 2& []& [($\textrm{Alt}_{9}$, 1), ($C_{3}(2)$, 1), ($\textrm{Alt}_{10}$, 1)] & [ 3, 4, 9, 10, 12, 18, 19, 21, 25, 27, 28, 29, 30  ] & 30
16 & 24 & 54 & 2 & 49 & ? & No & 2& []& [($B_{2}(3)$, 1), ($\textrm{Alt}_{10}$, 3)] & [ 3, 4, 10, 12, 14, 16, 19, 20, 22, 23, 24, 26, 27, 28, 30  ] & 30
16 & 26 & 40 & 0 & 45 & ? & ? & 0& [L_2(13^2)]& [(${}^2F_4(2)'$, 1)] & [  ] & 30
16 & 26 & 48 & 0 & 37 & ? & No & 1& [L_2(13)]& [] & [ 3, 16, 30  ] & 30
16 & 26 & 48 & 1 & 37 & ? & ? & 1& []& [] & [ 3, 4  ] & 30
16 & 26 & 54 & 0 & 49 & ? & ? & 1& []& [] & [ 3  ] & 30
16 & 26 & 54 & 2 & 49 & ? & ? & 1& []& [] & [ 3, 28  ] & 30
18 & 18 & 40 & 0 & 49 & Yes & No & 1& []& [($\textrm{M}_{12}$, 2), ($A_{3}(3)$, 4)] & [ 3, 5, 12, 17, 18, 19, 20, 21, 22, 24, 26, 27, 29, 30  ] & 30
18 & 18 & 48 & 0 & 41 & ? & No & 3& []& [($A_{2}(3)$, 2), ($\textrm{Alt}_{10}$, 1), (${}^2A_{2}(64)$, 2), ($\textrm{Alt}_{11}$, 1), ($A_{2}(9)$, 3)] & [ 3, 4, 10, 11, 12, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30  ] & 30
18 & 18 & 54 & 0 & 53 & ? & No & 3& []& [($A_{2}(3)$, 2), ($A_{2}(9)$, 3)] & [ 3, 19, 22, 24, 25, 26, 27, 28, 29, 30  ] & 30
18 & 24 & 40 & 0 & 51 & Yes & No & 1& [L_2(3^2)]& [($\textrm{M}_{12}$, 6), ($\textrm{Alt}_{10}$, 2), (${}^2A_{3}(9)$, 2), ($A_{3}(3)$, 3), ($\textrm{Alt}_{11}$, 4)] & [ 3, 5, 6, 10, 11, 12, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 30  ] & 30
18 & 24 & 48 & 0 & 43 & Yes & No & 3& []& [($\textrm{Alt}_{10}$, 2), (${}^2A_{3}(9)$, 1), ($A_{3}(3)$, 2), ($\textrm{Alt}_{11}$, 1)] & [ 3, 4, 10, 11, 12, 13, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
18 & 24 & 54 & 0 & 55 & Yes & No & 3& []& [($\textrm{Alt}_{10}$, 2), ($A_{3}(3)$, 4), ($\textrm{Alt}_{11}$, 2)] & [ 3, 4, 10, 11, 12, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
18 & 24 & 54 & 2 & 55 & Yes & No & 3& []& [($\textrm{Alt}_{9}$, 2), ($\textrm{Alt}_{10}$, 1), ($\textrm{Alt}_{11}$, 1)] & [ 3, 4, 9, 10, 11, 12, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30  ] & 30
18 & 26 & 40 & 0 & 51 & ? & ? & 0& []& [] & [  ] & 30
18 & 26 & 48 & 0 & 43 & Yes & ? & 2& []& [($G_{2}(3)$, 1)] & [ 3, 27  ] & 30
18 & 26 & 54 & 0 & 55 & ? & No & 2& []& [($A_{2}(3)$, 2), ($A_{2}(9)$, 3)] & [ 3, 13, 26, 27  ] & 30
18 & 26 & 54 & 2 & 55 & ? & No & 2& []& [($A_{2}(3)$, 2), ($A_{2}(9)$, 3)] & [ 3, 13  ] & 30
24 & 24 & 40 & 0 & 53 & Yes & No & 1& [L_2(3^2), L_2(3^2)]& [($\textrm{Alt}_{7}$, 2), ($\textrm{M}_{22}$, 2), ($\textrm{J}_{2}$, 4), ($C_{2}(4)$, 4), ($C_{3}(2)$, 1), ($B_{2}(5)$, 8), ($A_{3}(3)$, 1), ($A_{4}(2)$, 2)] & [ 3, 5, 6, 7, 12, 13, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
24 & 24 & 48 & 0 & 45 & Yes & No & 3& []& [($\textrm{M}_{22}$, 1), ($C_{3}(2)$, 6), (${}^2A_{3}(9)$, 5), ($B_{2}(5)$, 2), ($A_{3}(3)$, 1)] & [ 3, 4, 5, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
24 & 24 & 48 & 1 & 45 & Yes & No & 3& []& [($\textrm{Alt}_{7}$, 3), ($\textrm{Alt}_{8}$ or $A_{2}(4)$, 2), ($\textrm{M}_{12}$, 1), (${}^2A_{2}(25)$, 1), ($\textrm{J}_{2}$, 1), ($C_{3}(2)$, 3), ($A_{2}(7)$, 1), (${}^2A_{3}(9)$, 1), ($B_{2}(5)$, 3), ($A_{4}(2)$, 1), (${}^2A_{4}(4)$, 2), ($\textrm{HS}_{}$, 1)] & [ 3, 4, 7, 8, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
24 & 24 & 54 & 0 & 57 & Yes & No & 3& []& [($\textrm{Alt}_{9}$, 3), ($\textrm{Alt}_{10}$, 4), (${}^2A_{3}(9)$, 1), ($\textrm{Alt}_{11}$, 2)] & [ 3, 4, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30  ] & 30
24 & 26 & 40 & 0 & 53 & ? & ? & 0& [L_2(13^2)]& [] & [  ] & 30
24 & 26 & 48 & 0 & 45 & ? & No & 2& [L_2(13)]& [($A_{3}(3)$, 1)] & [ 3, 13, 14, 15, 16, 26, 27, 28, 29, 30  ] & 30
24 & 26 & 48 & 1 & 45 & ? & No & 2& []& [] & [ 3, 4, 14, 28  ] & 30
24 & 26 & 54 & 0 & 57 & Yes & No & 2& []& [($A_{3}(3)$, 1)] & [ 3, 13, 26, 27, 28  ] & 30
24 & 26 & 54 & 2 & 57 & ? & ? & 2& []& [] & [ 3, 13, 27  ] & 30
26 & 26 & 40 & 0 & 53 & ? & ? & 0& []& [] & [ 13  ] & 30
26 & 26 & 40 & 4 & 53 & Yes & ? & 0& [L_2(13^2)]& [(${}^2A_{2}(16)$, 1), ($A_{3}(3)$, 1)] & [ 13, 26  ] & 30
26 & 26 & 48 & 0 & 45 & ? & No & 1& []& [($A_{2}(3)$, 2), ($G_{2}(3)$, 1)] & [ 3, 13, 14, 16, 26  ] & 30
26 & 26 & 48 & 1 & 45 & ? & No & 1& []& [] & [ 3, 26, 28  ] & 30
26 & 26 & 48 & 4 & 45 & ? & No & 1& [L_2(13)]& [($A_{2}(3)$, 2), ($G_{2}(3)$, 1), ($A_{3}(3)$, 1)] & [ 3, 13, 14, 26, 27, 28, 29  ] & 30
26 & 26 & 48 & 5 & 45 & ? & No & 1& [L_2(13)]& [($A_{2}(3)$, 2), ($A_{3}(3)$, 1)] & [ 3, 13, 14, 27  ] & 30
26 & 26 & 54 & 0 & 57 & ? & No & 1& []& [($G_{2}(3)$, 2)] & [ 3, 13  ] & 30
26 & 26 & 54 & 4 & 57 & ? & No & 1& []& [($A_{2}(3)$, 2), ($G_{2}(3)$, 1)] & [ 3, 13, 27  ] & 30
